PassengerId,Unnamed,class,age,sex,survived
749,750,3rd class,adults,man,no
1004,1005,3rd class,adults,man,no
323,324,1st class,child,man,yes
180,181,1st class,adults,women,yes
450,451,2nd class,adults,man,no
607,608,2nd class,child,women,yes
1043,1044,3rd class,adults,man,no
296,297,1st class,adults,women,yes
94,95,1st class,adults,man,no
1193,1194,3rd class,adults,women,no
637,638,3rd class,adults,man,yes
286,287,1st class,adults,women,yes
488,489,2nd class,adults,man,no
444,445,2nd class,adults,man,no
275,276,1st class,adults,women,yes
806,807,3rd class,adults,man,no
1152,1153,3rd class,adults,women,no
32,33,1st class,adults,man,yes
1104,1105,3rd class,adults,women,yes
307,308,1st class,adults,women,yes
770,771,3rd class,adults,man,no
11,12,1st class,adults,man,yes
872,873,3rd class,adults,man,no
1067,1068,3rd class,adults,man,no
86,87,1st class,adults,man,no
778,779,3rd class,adults,man,no
1060,1061,3rd class,adults,man,no
1304,1305,3rd class,child,women,no
1082,1083,3rd class,adults,women,yes
1065,1066,3rd class,adults,man,no
782,783,3rd class,adults,man,no
562,563,2nd class,adults,women,yes
209,210,1st class,adults,women,yes
1172,1173,3rd class,adults,women,no
739,740,3rd class,adults,man,no
594,595,2nd class,child,man,yes
123,124,1st class,adults,man,no
734,735,3rd class,adults,man,no
931,932,3rd class,adults,man,no
98,99,1st class,adults,man,no
377,378,2nd class,adults,man,no
130,131,1st class,adults,man,no
23,24,1st class,adults,man,yes
1235,1236,3rd class,adults,women,no
555,556,2nd class,adults,women,yes
370,371,2nd class,adults,man,no
383,384,2nd class,adults,man,no
201,202,1st class,adults,women,yes
917,918,3rd class,adults,man,no
368,369,2nd class,adults,man,no
973,974,3rd class,adults,man,no
387,388,2nd class,adults,man,no
816,817,3rd class,adults,man,no
256,257,1st class,adults,women,yes
1221,1222,3rd class,adults,women,no
1119,1120,3rd class,adults,women,yes
169,170,1st class,adults,man,no
560,561,2nd class,adults,women,yes
373,374,2nd class,adults,man,no
909,910,3rd class,adults,man,no
719,720,3rd class,adults,man,no
791,792,3rd class,adults,man,no
954,955,3rd class,adults,man,no
1167,1168,3rd class,adults,women,no
1204,1205,3rd class,adults,women,no
868,869,3rd class,adults,man,no
972,973,3rd class,adults,man,no
1155,1156,3rd class,adults,women,no
1281,1282,3rd class,child,man,no
1071,1072,3rd class,adults,man,no
964,965,3rd class,adults,man,no
774,775,3rd class,adults,man,no
324,325,1st class,child,women,yes
203,204,1st class,adults,women,yes
84,85,1st class,adults,man,no
633,634,3rd class,adults,man,yes
908,909,3rd class,adults,man,no
611,612,3rd class,adults,man,yes
398,399,2nd class,adults,man,no
91,92,1st class,adults,man,no
1106,1107,3rd class,adults,women,yes
430,431,2nd class,adults,man,no
779,780,3rd class,adults,man,no
1143,1144,3rd class,adults,women,yes
291,292,1st class,adults,women,yes
57,58,1st class,adults,man,no
257,258,1st class,adults,women,yes
888,889,3rd class,adults,man,no
1279,1280,3rd class,child,man,no
1066,1067,3rd class,adults,man,no
388,389,2nd class,adults,man,no
335,336,2nd class,adults,man,yes
273,274,1st class,adults,women,yes
756,757,3rd class,adults,man,no
1077,1078,3rd class,adults,women,yes
1269,1270,3rd class,child,man,no
128,129,1st class,adults,man,no
802,803,3rd class,adults,man,no
28,29,1st class,adults,man,yes
1207,1208,3rd class,adults,women,no
882,883,3rd class,adults,man,no
510,511,2nd class,adults,women,yes
675,676,3rd class,adults,man,yes
151,152,1st class,adults,man,no
244,245,1st class,adults,women,yes
714,715,3rd class,adults,man,no
543,544,2nd class,adults,women,yes
544,545,2nd class,adults,women,yes
639,640,3rd class,adults,man,yes
697,698,3rd class,adults,man,no
423,424,2nd class,adults,man,no
910,911,3rd class,adults,man,no
1171,1172,3rd class,adults,women,no
659,660,3rd class,adults,man,yes
797,798,3rd class,adults,man,no
1293,1294,3rd class,child,women,yes
1201,1202,3rd class,adults,women,no
99,100,1st class,adults,man,no
850,851,3rd class,adults,man,no
448,449,2nd class,adults,man,no
755,756,3rd class,adults,man,no
976,977,3rd class,adults,man,no
115,116,1st class,adults,man,no
777,778,3rd class,adults,man,no
72,73,1st class,adults,man,no
845,846,3rd class,adults,man,no
537,538,2nd class,adults,women,yes
849,850,3rd class,adults,man,no
174,175,1st class,adults,man,no
87,88,1st class,adults,man,no
551,552,2nd class,adults,women,yes
705,706,3rd class,adults,man,no
314,315,1st class,adults,women,yes
600,601,2nd class,child,women,yes
1094,1095,3rd class,adults,women,yes
599,600,2nd class,child,women,yes
277,278,1st class,adults,women,yes
1033,1034,3rd class,adults,man,no
763,764,3rd class,adults,man,no
835,836,3rd class,adults,man,no
1216,1217,3rd class,adults,women,no
559,560,2nd class,adults,women,yes
684,685,3rd class,adults,man,yes
